id|name|sub_category|description|category
CHCON|Reason for changing employer or job: working conditions|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHCON reports whether or not working conditions were a reason for that change.  Other reasons for changing employers or job include CHCHG, CHFAM, CHLAY, CHLOC, CHOT, CHPAY, CHRET, and CHSCH.|Employment
CHFAM|Reason for changing employer or job: family-related reasons|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHFAM reports whether family-related reasons were among the reasons for that change.  Other reasons for changing employers or job include CHCHG, CHCON, CHLAY, CHLOC, CHOT, CHPAY, CHRET, and CHSCH.|Employment
CHLAY|Reason for changing employer or job: laid off/job terminated|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHLAY reports whether being laid off or having his/her job terminated was a reason for that change.  Other reasons for changing employers or job include CHCHG, CHCON, CHFAM, CHLOC, CHOT, CHPAY, CHRET, and CHSCH.|Employment
CHLOC|Reason for changing employer or job: job location|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHLOC reports whether or not the job's location was a reason for that change.  Other reasons for changing employers or job include CHCHG, CHCON, CHFAM, CHLAY, CHOT, CHPAY, CHRET, and CHSCH.|Employment
CHOT|Reason for changing employer or job: other|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHOT indicates that there was a reason for the change in employment other than the reasons listed as options on the questionnaire.  Other reasons for changing employers or job include CHCHG, CHCON, CHFAM, CHLAY, CHLOC, CHPAY, CHRET, and CHSCH.|Employment
CHPAY|Reason for changing employer or job: pay, promotion|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHPAY reports whether or not pay or promotion opportunities were a reason for that change.  Other reasons for changing employers or job include CHCHG, CHCON, CHFAM, CHLAY, CHLOC, CHOT, CHRET, and CHSCH.|Employment
CHRET|Reason for changing employer or job: retired|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHRET reports whether or not the respondent's retirement was a reason for that change.  Other reasons for changing employers or job include CHCHG, CHCON, CHFAM, CHLAY, CHLOC, CHOT, CHPAY, and CHSCH.|Employment
CHSCH|Reason for changing employer or job: school-related reasons|Work History|If the respondent had changed employers or position within two years of the survey (specifically between October of the survey year and October two years prior), the variable CHSCH reports whether or not school-related reasons were a reason for that change.  Other reasons for changing employers or job include CHCHG, CHCON, CHFAM, CHLAY, CHLOC, CHOT, CHPAY, and CHRET.|Employment
BUYOUT|Offered buy-out|Work History|BUYOUT reports whether or not the respondent had ever been offered a buyout, or early retirement in exchange for a cash settlement, by an employer.  If yes, the respondent also answered if they accepted the offer or not.|Employment
OCOMG|Job code for principal job in 1988 (major group)|Work History|For respondents who were working in April 1988 (5 years prior to the survey), OCOMG reports a broad occupation code for the principal job of the respondent at that time.  OCO is a more detailed version of this variable.|Employment
OCO|Job code for principal job in 1988|Work History|For respondents who were working in April 1988 (5 years prior to the survey), OCO reports a detailed occupation code for the principal job of the respondent at that time.   OCOMG are aggregated versions of this variable into major occupation groups.|Employment
ICOLLAB|International collaboration indicator|International Research|ICOLLAB indicates whether or not a respondent collaborated with other researchers outside of the United States.|Employment
ICCOMM|International collaboration activity: communicate by phone/email|International Research|ICCOMM indicates whether or not a respondent collaborated with other researchers outside of the United States using phone and/or email.|Employment
ICTRLA|International collaboration activity: travel abroad for collaboration|International Research|ICTRLA indicates whether or not a respondent collaborated with other researchers outside of the United States and the respondent traveled abroad for the collaboration.|Employment
ICTRLH|International collaboration activity: foreign collaborators travel to US|International Research|ICTRLH indicates whether or not a respondent collaborated with other researchers outside of the United States by the international collaborators traveling to the US.|Employment
ICWBVT|International collaboration activity: use web-based/virtual technology|International Research|ICWBVT indicates whether or not a respondent collaborated with other researchers outside of the United States using a web-based or virtual technology.|Employment
NEWRESP|New job offered what level of: responsibility|Career Path Jobs|For respondents who recently found new job, the variable NEWRESP compares the level of responsibility given in his/her new job to the level of responsibility in his/her previous job. Related variables include NEWSAL and NEWSKILL.|Employment
NEWSAL|New job offered what level of: salary|Career Path Jobs|For respondents who recently found new job, the variable NEWRESP compares the salary in his/her new job to the salary in his/her previous job. Related variables include NEWRESP and NEWSKILL.|Employment
NEWSKILL|New job offered what level of: knowledge/skill utilization|Career Path Jobs|For respondents who recently found new job, the variable NEWRESP compares the level of knowledge or skill utilization required in his/her new job to the knowledge or skill utilization required in his/her previous job. Related variables include NEWRESP and NEWSAL.|Employment
NWFAM|Reasons for not working: family responsibilities|Career Path Jobs|NWFAM indicates whether or not the respondent's family responsibilities were one reason for the respondent not working during the reference week. Other variables from this survey question include NWILL, NWLAY, NWNOND, NWOCNA, NWOTP, NWRET, NWSTU and NWOT.|Employment
NWILL|Reasons for not working: illness/disability|Career Path Jobs|NWILL indicates whether or not illness or disability was one reason for the respondent not working during the reference week. Other variables from this survey question include NWFAM, NWLAY, NWNOND, NWOCNA, NWOTP, NWRET, NWSTU and NWOT.|Employment
NWLAY|Reasons for not working: layoff|Career Path Jobs|NWLAY indicates whether or not being laid off from a previous job was one reason for not working during the reference week. Other variables from this survey question include NWFAM, NWILL, NWNOND, NWOCNA, NWOTP, NWRET, NWSTU and NWOT.|Employment
NWNOND|Reasons for not working: did not need/want to work|Career Path Jobs|NWNOND indicates whether or not that the respondent was not working during the reference week because he/she did not need or want to work. Other variables from this survey question include NWFAM, NWILL, NWLAY, NWOCNA, NWOTP, NWRET, NWSTU and NWOT.|Employment
NWOCNA|Reasons for not working: suitable job not available|Career Path Jobs|NWOCNA indicates whether or not the respondent was not working during the reference week because a suitable job not available. Other variables from this survey question include NWFAM, NWILL, NWLAY, NWNOND, NWOTP, NWRET, NWSTU and NWOT.|Employment
NWOT|Reasons for not working: other|Career Path Jobs|NWOT indicates whether or not the respondent was not working during the reference week for a reason other than the ones listed in the questionnaire. From 2003-2010 (and S-NSCG 2013), three response options (Illness, Retired and Other) were combined in the SESTAT version of the surveys, see NWOTP.  Other variables from this survey question include NWFAM, NWILL, NWLAY, NWNOND, NWRET, NWOCNA and NWSTU.|Employment
NWOTP|Reasons for not working: illness, retired or other (combined)|Career Path Jobs|NWOTP indicates whether or not illness, retirement or some other reason were causes for not working. This variable combines three response options into one variable (Illness, Retired and Other). In years prior to 2003 (and the 2013 S-SDR), these response options are not combined, see NWILL, NWOT and NWRET.  Other variables from this survey question include NWFAM, , NWLAY, NWNOND, , NWOCNA, and NWSTU.|Employment
NWRET|Reasons for not working: retired|Career Path Jobs|NWRET indicates whether or not that the respondent being retired was one reason for not working during the reference week. Other variables from this survey question include NWFAM, NWILL, NWLAY, NWNOND, NWOTP, NWOCNA, NWSTU and NWOT.|Employment
NWSTU|Reasons for not working: student|Career Path Jobs|NWSTU indicates whether or not that the respondent was student was one reason for not working during the reference week. Other variables from this survey question include NWFAM, NWILL, NWLAY, NWNOND, NWRET, NWOCNA, NWOTP and NWOT.|Employment
HHLOSE|Concerned about someone else in household losing job|Employment - Other|HHLOSE indicates the extent to which the respondent was concerned about another adult in the household losing his/her job.  The question explicitly excludes the respondent's concern about his/her own job security.|Employment
HHLOSENO|No other working adult in household|Employment - Other|HHLOSENO indicates whether or not another adult in the respondent's household was working at the time of the survey.  Users should note that the response No means that another adult was working in the household, and Yes means that no other adult in the household was working during the reference period.|Employment
